Name,Gender,Movies,Picture
Anthony Russo,Male,1,/fIa5wXK7MHAquhefTr3TcnZiYy8.jpg
Joe Russo,Male,1,/679Os4tbY1YsU01KdLhM1NPXNWu.jpg
Ishirô Honda,Female,2,/4B0Q9uj7nCxmGgnmyh9QYhDrxF.jpg
Rick Moranis,Male,1,/rVZbTJjM4g0Um6trlLHRiBzBO7t.jpg
Arthur Lubin,Male,3,/p3c7kTOHyznY0pWjtngmSH1PQGF.jpg
Anthony Pelissier,Male,1,/mbdTdQ2MdyCHQKEcfinLCHCFm7a.jpg
David Steinberg,Male,1,/nHPlk8PSRu2Zzks9zWIhws41jWP.jpg
Brian Koppelman,Male,1,/qY8ExnRPlwe2mUw86orpyhmuROM.jpg
David Levien,Male,1,/42khQGfjVbp4dCEByDCf47OqxUH.jpg
Philippe de Broca,Male,3,/yrvmXE2SJBX659r2Y7eWwlmwfYd.jpg
Bertrand Tavernier,Male,1,/ocgD7ghWJ8DmBRPQcaNt8YMZSuj.jpg
Stephen Gaghan,Male,1,/wNv62DVAoCLRsw7nEcGZaetFJmc.jpg
Gary J. Tunnicliffe,Male,1,/myqqCxYqCNMjbolTX73IwYUQYXX.jpg
Isao Takahata,Male,1,/fzteqJkXW3mzNC9KZuH5ejPSut1.jpg
Andrzej Wajda,Male,4,/5qXVjs0C7EUye57zBFV5lZVN73w.jpg
Menahem Golan,Male,3,/qGtHMLd4E7tRyw75H4lWTRelW7B.jpg
Alan Alda,Male,2,/jzDIL5eaFQ3WorUtwOwoJ7AFX2C.jpg
Claude Miller,Male,2,/s3zRKECzjam2SrhRIHmr3vBcjlL.jpg
Allan Arkush,Male,2,/2EMm6ZGQAECI8Q1jrgAkAXpynHt.jpg
Rainer Werner Fassbinder,Male,9,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
Phil Monroe,Male,1,/fvYb72NTyJ1ssK2erz5XfvhIjTl.jpg
Gerry Chiniquy,Male,1,/rBCRjs3nr9YdXGsvFphW9y9oM6s.jpg
Friz Freleng,Male,1,/tX70PYiimQLwTIFQp9n7z1qpNwk.jpg
Kirby Dick,Male,2,/89dwzpAQaQE2xRfXmUNQr7xuGg1.jpg
Julie Taymor,Female,1,/9iEMVItMETctk9XKABKxF3A4PKe.jpg
Dylan Kidd,Male,2,/sOTgYjw10HxY3MgzvgNM6jtmBIy.jpg
Michael Lembeck,Male,1,/nSksRzDoUToxdS2MqIeV7LGAiVk.jpg
Nils Tavernier,Male,1,/9FmuvO1gDe1b6ngP7XfLdB2Zzv1.jpg
Carlos Carrera,Female,1,/oJSmpxc1AY72dBwvqTwEms0w83U.jpg
Neil Burger,Male,1,/eUDHt2OWYnCwC8FOVIgU2uTPK3x.jpg
Steven Vidler,Male,1,/AeLcbBKWKPqnq675gvZnReTSHEL.jpg
Paul Gross,Male,1,/jXrZtABw90lazqI8Cwoeo07CcGk.jpg
Kjell Grede,Female,1,/eFtHoy8yA9R3ataAlf2UgTA2Fp8.jpg
Melville Shavelson,Male,4,/dv5Byh9OhNO73M6dPhdAbEapZVF.jpg
Olaf Ittenbach,Male,1,/1SndV2PbFfafjGvhNBrrG1GE2Ed.jpg
Yves Robert,Male,1,/lv3f0e23sHuZ3B1KFb98nRe3WYR.jpg
John Derek,Female,1,/hV7JXDiEE3o9nJ4W689JMlfCllD.jpg
Marcus Raboy,Female,1,/ttiDE03Ufkkus17kaBZFYQgewXr.jpg
Eldar Ryazanov,Male,2,/vYBfLeUqqmknPtTSyv70uwcWLDI.jpg
Petter Næss,Female,1,/381YsPLohtzPNqgZ4w4CSzw106B.jpg
Pier Paolo Pasolini,Male,5,/zHqXNL85yvOokI7y12UGS1Lkm6D.jpg
Aaron Lipstadt,Male,2,/1f5hUK2LIelbR2aegIGayoUCMs.jpg
Claude Pinoteau,Male,1,/Akl1NMUKLYjReQQ4Md8P4f8TnYp.jpg
Les Blank,Female,1,/44VL7nyzDMTuqZztDf6KBsutqBu.jpg
Charles Stone III,Male,1,/8BRXXpKfIb8smM7jBHf0KlsNN0O.jpg
Juan Carlos Fresnadillo,Male,1,/94EkO6a7AGD7RMR3xWXGmJCY8UW.jpg
Marc Lawrence,Male,1,/ayItx1leDQbNklqX9wJbPGCD7Yk.jpg
Josh Becker,Male,1,/otdvTxKTFOFfqWTqs8iKAkOrSlB.jpg
King Vidor,Male,4,/2NN8iywApiKiI0nwKuv5SKadEpT.jpg
Freddie Francis,Male,3,/ljOItnM4paoICjkKHN2M5rQQ1T1.jpg
Arnaud Desplechin,Male,1,/g9uXGLhm15lNpykDY2IS7XHA5iG.jpg
Rob Marshall,Male,1,/4UUUna5fohwTxnEbuLOD0ZubWds.jpg
Stephen Daldry,Male,1,/1MdxJ4q6Iw1BITZ4mlhDbAtFzMO.jpg
Nicolas Cage,Male,1,/ti2h1OS1n1VwoJHWFaJD8dMZuEE.jpg
Todd Louiso,Male,1,/e4PTxmKUB0qGBusuNjqMvhjGELK.jpg
Steve Guttenberg,Male,1,/utLqKSEN9TX3EniBlX4BpytDunB.jpg
Luc Dardenne,Male,1,/rZRSDYFQn0MJE1ZQHYIsFnO06XC.jpg
Jean-Pierre Dardenne,Male,1,/kn4tpNTPwWODCu356VHzCjGzSG0.jpg
Takashi Miike,Female,4,/d8zPN3H8CKZHdVCpb7wWEm9L8l6.jpg
Feng Xiaogang,Female,1,/oC7nkf7JaPbJJuEwldVtKFvMyuI.jpg
Edward James Olmos,Male,1,/i7zKqsFqL5L1HPmAMeSA1xZzlD5.jpg
Richard Thorpe,Male,6,/szbaqa5qggPXjaLbNGb2JMgsoi3.jpg
Jonathan Liebesman,Female,1,/9oDaNDxU1nI6t2J6ldOYhiq2Qkf.jpg
Nico Mastorakis,Female,1,/fJLOsqnogR6aHAKu9GcptISLMd1.jpg
Mervyn LeRoy,Male,4,/bbzImfUjJ7v9U86WCpXMjAF4Nap.jpg
Coline Serreau,Female,1,/nvuVQdd2F9N2uDpzPGJqYOULNKn.jpg
Reggie Rock Bythewood,Male,1,/lWvvnBHYsbMrvCR1CXRU2ycijDL.jpg
Amos Gitai,Male,4,/cFe1h8hFL8aXPmuWCiPKmiU7kFj.jpg
Basil Dearden,Male,2,/gSZ6pqSSKBjLtwwzLVc5MBM7psr.jpg
Ryû Murakami,Female,1,/9KrgZDaEP351zf3owhZVuG9Mhm.jpg
Jean Girault,Male,1,/wkZuRePMgKTnQhCCjcU9NkQz5KD.jpg
Neil Young,Female,1,/a16W37yjeFIH2tyg5xokN49075F.jpg
Dean Stockwell,Male,1,/gooE10UOH6t4geqsEbji9NiQalP.jpg
Jerzy Skolimowski,Male,1,/sBzhVnGFIjpA9gL4okmLhafS4CJ.jpg
Charlton Heston,Male,1,/pXwJV9JlOCKOHSfEJdt2q61SZVq.jpg
Paolo Taviani,Male,1,/su9WmmAKq43ICIFxRlbAQIE3qwQ.jpg
Vittorio Taviani,Female,1,/m6LbjdSX1gBkckAHxtvM4TSESsy.jpg
Ettore Scola,Male,1,/xfesZME8Wh2XaZ9xERxoBZLWUmF.jpg
James Burrows,Male,1,/xZn77KyPoq3gebCNTM6X6rrDn1L.jpg
Ken Annakin,Male,2,/8oFZguwvvd1F3CETULi37Gq1ZtL.jpg
Víctor Erice,Male,1,/iGNdQ1qBUvNvvsK3x0l4CUgVDdC.jpg
Paul Mazursky,Male,5,/2ooiA3X9Y0cpyBIAHTpU5Q3Q7em.jpg
Yılmaz Güney,Female,1,/uvvCvfKUSP29UYOd3nJAWYeMzqO.jpg
Antonio Margheriti,Female,1,/mQE61ZpPTZqQFJ4wHy1WA0Iz8Te.jpg
Lee Hirsch,Female,1,/rsWex4xKucFvLBTMO9CjwEsQC1V.jpg
Im Kwon-taek,Female,2,/dYwJwdCpiuvznJAjod0Y1L35UCX.jpg
Laetitia Colombani,Female,1,/5Nd4b8oKiOocNOo0zgDaBvoPTlO.jpg
Michael Gordon,Female,1,/guAGvZgb2fqgb6js0y26zFOyEWd.jpg
Susanne Bier,Female,2,/r7dJQn1rMZEuGiEtAxWnX2ER1eR.jpg
Mars Callahan,Female,1,/1RTKQNO8wKxPMu0CQTotJJfNhT5.jpg
Danny Huston,Male,1,/jc1eGtCShQ2ZkzqWApiWbA1lbTF.jpg
Kim Tae-gyun,Male,1,/o7S6tuxywplKZqoMMVU0PxrO42F.jpg
Gaspar Noé,Male,1,/zuzX3QLKI4FKsOB4QPseYkO73mY.jpg
Jonas Åkerlund,Female,1,/hhKRXqPtlxagkbUlg8kAOXTRoXr.jpg
Carlos Reygadas,Female,1,/3xWB5Pef1UfQalHC2eY0t5mp30K.jpg
Pupi Avati,Male,1,/qgbskeZ6D6AIn8L8WGVVlb10fdI.jpg
Robert Bresson,Male,2,/g3FxA6fdB3YmRZTnHJu3dl4aOET.jpg
Shinichiro Watanabe,Female,2,/11UdgBBNXWWGCDsnvLlmoBaUkp0.jpg
Ed Solomon,Male,1,/dfhHU0NT1mtEhfuPZgNSHe1N1lH.jpg
Justin Lin,Female,1,/68zKal0ffNlJPR7OtRN59kY1cWl.jpg
Austin Chick,Female,1,/8X7FWMkCqFKfgIGMdJHqLGYhxbx.jpg
Paul Hunter,Male,1,/3Qvmhvezs7SGkeMGdBCVKAJy1XF.jpg
Linda Mendoza,Female,1,/ejestneSkx1ayJI1P44OihTEjWV.jpg
Jacques Perrin,Male,1,/6qegj3UL0YKMARVakEDSFTXbMRk.jpg
Anders Thomas Jensen,Male,2,/qlTicJ92OcWBvKZUxCGnHTskzhA.jpg
John Flynn,Male,4,/xljUB8XNCvYRX6XPkMXwt4Ah38w.jpg
Henry Winkler,Male,1,/bwRNFbcotcEeZcKzlbUia4juF6N.jpg
Matt Dillon,Male,1,/svj4JJmblkNUt9pSrchJEzx4VR3.jpg
Jeffrey Blitz,Male,1,/tnXoSlOgNIS0bYuMObUz2sByhIU.jpg
John Malkovich,Male,1,/tCtiWZbKKRgHhLxFCIPfveYAsdc.jpg
Bahman Ghobadi,Male,3,/s5RcPFMBPJXNGtMO6zMSFvWOHDL.jpg
Alfredo De Villa,Male,1,/nj7W6mlZM6rb27evec6cyOPbGiE.jpg
Baltasar Kormákur,Male,1,/Aml85bUldhLbVubYBk38ag8JmVK.jpg
Richard Attenborough,Male,2,/Abo8fAcdruACs344ut6PNSKH7N4.jpg
Stan Lathan,Male,1,/zRS52BzHBNjDfiTvZYotV1tTzvB.jpg
Joel Silberg,Male,1,/58bCQlsYRcnjA2ITvZw4LeRtRSs.jpg
Andrew Stanton,Male,1,/pvQWsu0qc8JFQhMVJkTHuexUAa1.jpg
Andrew Jarecki,Male,1,/nMqUvLq522KDsDx6D5xOI1rDMuE.jpg
Aluizio Abranches,Female,1,/7KKi9x5eV9WSVhR7OPfVMbg8n9c.jpg
Niki Caro,Female,1,/ooJcmnhX9qJ0E7bCdSQCxr7JViH.jpg
Rouben Mamoulian,Male,3,/znwjHbmTNc3AlXDTXpg6PSbWJ8m.jpg
George Sherman,Male,1,/h1dsdLyXEZVvF2Rnu4MgaMfZxyj.jpg
Jean-Xavier de Lestrade,Female,1,/vJL8tPPZzenhNg3M4UOl3evlwL.jpg
John Polson,Male,2,/rsjpQFAvQSo05HflPSCODCCbYFl.jpg
Byron Haskin,Male,3,/z9xET5d9C6lmJLN4mGIyooFeF9w.jpg
Joseph Barbera,Male,1,/A8Lorvx5HirKefQWmhftWGO5VI4.jpg
William Hanna,Male,1,/3rCaagU4QRi0JJhcdbUGKoqEWtG.jpg
Abe Levitow,Male,2,/51YA4HFfosLUptdam64lFncTK8d.jpg
Dziga Vertov,Male,1,/nf6kN76UH2CUdndMwO6ZUp3DQQ6.jpg
Robert J. Flaherty,Female,2,/gcpNwqzTZDzQ6GSQPQK48THeOvi.jpg
Derek Jarman,Female,3,/tdH2p70luZAG2hh1zizJDMxG0vE.jpg
Pavel Lungin,Male,1,/7hdAi26oxzHzd3JSjlKRi72oPxX.jpg
Mariano Barroso,Male,1,/dHA0icG9UUFGmavFJWuLgcYMWAI.jpg
René Clément,Male,2,/uaA2c4dy8OgKqMaw77L9tI4TiSF.jpg
Robert Connolly,Male,1,/eIAHnFSAczv9KCGFQnQBBWn54qz.jpg
Jack Cardiff,Male,2,/3WSJNaLdjX2ToZ3QrNhkpBS9fe6.jpg
Karim Aïnouz,Male,1,/4SJeEmWpIVHeeNQGxmjPRBC9xTg.jpg
Stephen Norrington,Male,3,/8BG5bnmk28IMRN8diyTwExn68HI.jpg
Aleksandr Rogozhkin,Female,2,/afEEBRt5PgxmnclcLa5mQBTKtW4.jpg
Tim Fywell,Female,1,/jdZBmm9noJh37Ri1aXZyOzaGpAI.jpg
Lucas Belvaux,Male,3,/dpxzawGTsW8QJEL8mDDkby8H5iV.jpg
Larry Charles,Male,1,/fg42iXWfuIeRVk4NFNWvWJf4hst.jpg
Jan de Bont,Male,1,/9kPf2LuyLLwCawSGyPIQCX7ighX.jpg
Gary Ross,Male,1,/dMoUDOJHsGrQcxKpFgbuMWRwiyI.jpg
Gregor Jordan,Male,3,/7M3jqPciF67fpyByisjyRdclRQ5.jpg
Todd Graff,Male,1,/jk44OP76UtK5D8bmNkJFqagwziq.jpg
Fernando León de Aranoa,Male,1,/eOfAi6mZwVQd7a3n5aki4q4JUwx.jpg
Sandra Werneck,Female,1,/ydjs4JW4gAKPdKC9fOsFIlc3T5F.jpg
Alan Brown,Female,1,/btab5dxJota3ijYL9XdPqyay3vh.jpg
Craig Ferguson,Male,1,/2ZIvieSjzfA4c8YHxs3jgHJPBta.jpg
Peter Mullan,Male,1,/g344UcfsoYtz3Lt148mDtuQ9CQ0.jpg
Frank Henenlotter,Female,3,/nc8Tzg6oDIRlz0yGsYTbNqaGJfK.jpg
Stephen Chow,Male,1,/aizTZF5vHoOg6Ck7Nq5X65ULYoa.jpg
Shari Springer Berman,Female,1,/tEtNUrXSYBQG4mHW5p4TZeWin9h.jpg
Robert Pulcini,Male,1,/nUUPNrIwC6vJNGLwyfhq89yr4T4.jpg
André De Toth,Female,1,/jnEkn2AUZknoXDeUiJdsQDvClaJ.jpg
Gabriel Axel,Male,1,/ttXrSiFHT9bg7uE2Riby451PMXw.jpg
Yasujirō Ozu,Female,4,/xq5SKmMDxsmnLn75FBqPjQ0xbP4.jpg
Zhang Yimou,Male,3,/uU5vECl94jDQYjiRk4eOpVRMEi9.jpg
James Robinson,Male,1,/zrkZeW1tTrrcP62TEcwxQvC6HK2.jpg
Anand Patwardhan,Female,1,/sfoIBlFFedn6L48PvHpsLokFZDe.jpg
Vladimír Michálek,Female,1,/1Q8TfFDjL0juC6yBeIPwzRw7xH1.jpg
Kyle Rankin,Male,1,/8WtlkESJI6CadpTe35n0BvZ2oh1.jpg
Agustín Díaz Yanes,Female,1,/aYEG5ocYKAjzc5yQPRkG3V1Dg7v.jpg
Shane Meadows,Male,1,/zQhdD413z4RFuo9LbYJ2DEmMuky.jpg
Emilio Martínez Lázaro,Female,1,/mmsxJvBgJC2sBHSYXMKnyQIVjtu.jpg
Eli Roth,Male,1,/lV7xjR2fUXX3u8Ixg8nhKFbuqm3.jpg
Sofia Coppola,Female,1,/zG1WS4sS5jvYkObHMxsK6fGK7Uk.jpg
Matthew Robbins,Male,2,/oK61i61u3G5zZO5EtXmepY9IxGy.jpg
Tibor Takács,Male,1,/6W3KQ7vcNEs1hOFCkGq9TyeXLFo.jpg
Nick Willing,Male,3,/sULVUVrOBEz12QOw66DsPcJ9Ou.jpg
Émile Gaudreault,Male,1,/nwLjU3ZaHzdcX6j3CEuZN1Yg9OM.jpg
Nicolas Philibert,Male,1,/vdQAZ081hLov6veCSIhzZ5jDGBm.jpg
Sylvain Chomet,Female,1,/tDVVYaJ8LCHbEkALwoDcBvBa1ot.jpg
Xavier Koller,Male,1,/7FP0sMsozn6dKLzejTf3JVoCokd.jpg
Frank Beyer,Male,1,/ehWZzqODso2VOGbfxRmx48n7nEU.jpg
Hector Babenco,Male,3,/7vXG5b06i4yTRZKqP2rOsp5q5PU.jpg
Rod Daniel,Female,2,/kun8t560f7kIy9kiRayG3E72ohi.jpg
Christophe Gans,Male,1,/8tFxHa7RT3MOBTs72j9pSwkG6MJ.jpg
Elem Klimov,Male,1,/5yYTSFKRJ9nj58AeOTRNzsvFroR.jpg
Adam Bernstein,Male,1,/h5TqewYvopqv2AeZytYcrMSupqu.jpg
Laurence Fishburne,Male,1,/8suOhUmPbfKqDQ17jQ1Gy0mI3P4.jpg
Norman Mailer,Male,1,/m35HzjfGleHYTRbVuAi8o4JSzEu.jpg
Yoshiaki Kawajiri,Male,1,/7qGVslS5Z3MqEFyhkQMYzPdQejq.jpg
Tom McCarthy,Female,1,/bz5ppWS58ryvKG4QQpIsqRXY68w.jpg
James Cox,Male,1,/fy5dBdSTjasTllcUU1yUIFZYpHC.jpg
Uwe Boll,Male,2,/1zfnrStCzUo4hUTvsKyEu4C3SP6.jpg
Gary Fleder,Male,1,/fKPxO8iWMuWYQ8sXeH1BPfQzqxm.jpg
Marcus Nispel,Male,1,/uil3LAeKq6vgRucr6CR2T4Iz0oC.jpg
Aaron Blaise,Male,1,/eZkkRhetqoTBRF1yGA8v2wht9KR.jpg
Robert Walker,Male,1,/1NQnhRYxgr5lJmxtx2kyOY9UmlO.jpg
Keith Gordon,Female,1,/izPEmoAyZkCBnNFXEBxg03TMnLH.jpg
Bob Gale,Male,1,/3LMtxKoveYdhHQqHUBKdqK7SnIQ.jpg
Mark Frost,Male,1,/paBsASDx2Qap4i51HIm9tycpgBW.jpg
Edward Ludwig,Male,1,/n4Ujze9PZTJsfW7RpvZrc4ucImz.jpg
Brian Clemens,Male,1,/zQ1UMywNs3h1G2o68XuLKIpO9si.jpg
Alfred E. Green,Female,1,/oqzfZ6R6wjlz7UebaHqpp0XTbE6.jpg
Peter Fonda,Male,1,/dgorN06SQ9ZNL2NY3I7BNxg93lc.jpg
Liz Garbus,Female,1,/hQewyUu7fxhZAdxPXQiLVxdWbnA.jpg
Robert Cary,Male,1,/rt1DWOY88mAXvyxqqOLzsJwEV7v.jpg
Marina de Van,Female,1,/jpRZo7wOLcxSIxJ4rOQWg8UmrJp.jpg
Lauren Lazin,Female,1,/2zzufYrrkEDVmEonSJQVnfhU9MP.jpg
Lucy Walker,Female,1,/TVc912gNhqrqe91mREGVXHVUy5.jpg
Carl Theodor Dreyer,Male,2,/6QE1xx1ghtqLTZD06rvPaXypvy6.jpg
Jack Conway,Male,1,/9XtA1YzzVibf1xl907PB9uQYdyi.jpg
Charles Brabin,Male,2,/elXkhbeXGW3lewX6IcZxBlvM9Yx.jpg
Rex Ingram,Male,1,/6oV6UKfbi9U4SuWt9T0pga7sr7n.jpg
Fred Niblo,Male,1,/yjXS4cg0BAFf1GST2HQFF8SNy3o.jpg
Philip Kaufman,Male,1,/CSpDV4y47ASNk5cQ17KsSzRDbO.jpg
Charles Laughton,Female,1,/vEfcV6RA6tJr035OAG9U9o4uRyL.jpg
Bill Murray,Male,1,/7BOoOAIA1CnSzFSVSJP7saniQaB.jpg
Rodrigo García,Male,1,/2ZdPSluSqkggDp1nGqMCz1Odn4m.jpg
William A. Wellman,Male,3,/m0RSN7IQTXF9ZFUrqoZJUzZqu02.jpg
Tian Zhuangzhuang,Female,2,/xmDybeizS9i80kbEVWzu0I69pq1.jpg
Buster Keaton,Male,4,/8weZnW4cxkbMxtFAtO1NhfTrM9D.jpg
Donald Crisp,Female,1,/vESX6aAjaZlEgHYncLE1y76BFtD.jpg
Leslie Howard,Female,1,/upiLsG5efD8CrGO0gT6HyiZZEYh.jpg
Marcel Camus,Male,1,/xDcOrmxS5L8igNZAaSAcevMyG0t.jpg
Clarence Brown,Male,3,/3fQb3Hw4lUPqJaFIYDIjXVeGw5E.jpg
Roy Boulting,Male,1,/hP9T80hF2pt9EFcBg2xerYcyF6R.jpg
Yasuzô Masumura,Female,2,/8LvczcX9cXEpi6y8A5hJQAGJ8P1.jpg
Hiroyuki Yamaga,Female,1,/5yiCswf0yP4usGoW5ZDfwa8T6hQ.jpg
William Cameron Menzies,Male,1,/qyRt9j1OxKTg1bnPPayh8WB6GRQ.jpg
Pablo Trapero,Male,2,/jtHThPuK6RG54ykXpsnEj2fXSLv.jpg
Bille Woodruff,Female,2,/4rJta9rICk6INqfVFFSuxXFx69e.jpg
Nancy Meyers,Female,1,/nMPHU06dnvVxEjjcnPCPUQgQ2Mp.jpg
Vadim Perelman,Female,1,/6eq0Lv8M30XfFHoTtyVbKeIVEOT.jpg
Sue Brooks,Female,1,/lCA98qqk8B3iC1eH14Kb5vS5bZl.jpg
Andy Cadiff,Male,1,/iQrb6bvjpRbVEPVZwzChl4HtXI5.jpg
Cheryl Dunye,Female,1,/AcZ081LAJxz11HH855NGDyCHsyr.jpg
Nuri Bilge Ceylan,Male,1,/dtr4lXRqSet3hJ1iafzIPgsiTXy.jpg
Peter Kosminsky,Male,1,/e0wP4H63lqSTulXu8CeSzaEQ2j9.jpg
Eugene Levy,Male,1,/69IBiDjU1gSqtrcGOA7PA7aEYsc.jpg
Bob Odenkirk,Male,1,/nJLcRRqq9JTQTgVYrFn7vPDgAsK.jpg
Victor Fleming,Female,1,/Lq3Hb5VsmTSIEaYvgfbpK8r8Tk.jpg
George Butler,Female,2,/wmi44MROgQxtVgtNfRsEla2hll0.jpg
Phil Karlson,Male,2,/cmop2mLrWcDkCe2slKcjeKDIUSa.jpg
L.Q. Jones,Male,1,/jhPsFq7qYT2QKc4FO70fqxgfpXs.jpg
Chatrichalerm Yukol,Male,1,/vH6DEaNjCBQp2zcvDQuXBUAp0VH.jpg
Clarence G. Badger,Male,1,/lZWdr7jtn5SpDo3EAOwaxAFppEY.jpg
Gordon Parks Jr.,Male,1,/khrB0hV3Bv6ksHQfg1VoLq4Kjwj.jpg
Preston Sturges,Male,2,/zCpTn3GcPD6T1gYyYOyIUEEMnjP.jpg
Bent Hamer,Male,1,/cog83HLGJKEFvTfrntfIWh2AMhe.jpg
Bruno Bozzetto,Female,1,/kThTy8kKUYG50J3IR8bOireksGL.jpg
Luis Estrada,Female,1,/n4mlAgFmlMHbdFo0I4Lig1T1Elh.jpg
Greg Pak,Male,1,/nA17Lm93Wc3AswDErN2HZds6haI.jpg
Charles S. Dutton,Male,1,/ajXBoMz8xGgDDcn8xpRi8LmXKKa.jpg
Paul McGuigan,Female,2,/756EXCplBweY60HmOokr8mCwpYQ.jpg
Robert Parrish,Male,2,/uffNpQc9COatvZtJnkCX9e3uTEu.jpg
Luchino Visconti,Female,2,/cjRQar7vXRrgqh55MVansDCSdjq.jpg
James Marsh,Male,1,/hixQKy5DDaltidt3PR1oYa5fpq2.jpg
Luke Greenfield,Male,1,/5RjsGRArdvXwhwjSExzc833M5oQ.jpg
Lone Scherfig,Female,1,/zJDZjeBfJxVUslaOU2lI9zfsU3F.jpg
Rosanna Arquette,Female,1,/rQMQYQUF9QzD6oDfkP6tsjmyZhS.jpg
John Crowley,Male,1,/93xRmthDSI07mhaGx05pdqOdiER.jpg
Dagur Kári,Male,1,/rveB0C6qA4ZjVyuhTSqoyxp3Y2j.jpg
Ethan Coen,Female,1,/AH5YwNZC5txyJKyjVZhA4ZXFzP.jpg
Will Finn,Male,1,/lbFB2MFrDocpKqzgGlXBvtrLQmw.jpg
John Lee Hancock,Male,1,/1eCqzsuFp0xKGeTEErXyEifN82U.jpg
Bruno Dumont,Male,2,/wV9nDzw8xYHzLucvNMv3KtoDhay.jpg
Henry Levin,Male,2,/613QaBnCNzpb9DuaoWg4Df1J6sU.jpg
John Turturro,Male,1,/70V4hwvWN0J3aX2LzQg7eKCeq29.jpg
Stewart Raffill,Male,6,/rlUHAcjlG3a0bmkXE3vX5O7G5Xk.jpg
Jonathan Hensleigh,Male,1,/l1c4UFD3g0HVWj5f0CxXAvMAGiT.jpg
Peter Howitt,Male,1,/cwgHjbx5LitEns32kmdmj1diREi.jpg
Dennie Gordon,Female,1,/3ykd6ByuQ77EpPYVGWate1BBtVP.jpg
Alejandro Agresti,Male,1,/e4RElHIJ5vSElH54Mc0eFuNphOY.jpg
Diane Kurys,Female,1,/JFnbnnBJHCFuysxxKChIGgDSI6.jpg
Cornel Wilde,Male,1,/irvjqmXVMSoLmZ9Tcqa9bIpRf2H.jpg
Nunnally Johnson,Male,2,/uhPu5P41qMxzybWzerWik8H2wVI.jpg
Amber Benson,Female,1,/hcatQaJNb2lAcBukfn6IOaxtl5F.jpg
Fred Zinnemann,Female,6,/w29Qt8Jc7pZd6jAX3901Y2V8yxQ.jpg
Ryûhei Kitamura,Male,2,/wmRHPxLbDqSFVViTWCf7yJ50Mje.jpg
Henri-Georges Clouzot,Male,1,/nhwGnyQSoC3HhCM6SSACdZnysAK.jpg
Jacques Tourneur,Male,1,/6AZBSqqlsLjMxW7q798n0g19W54.jpg
Steven Seagal,Male,1,/f8OFR4h3ngyFesiudCygrNFdsCE.jpg
Tay Garnett,Male,1,/rJ8BLFlddNDRIgIPcvxTaTuOitu.jpg
Tom Tykwer,Male,1,/9J53KiI0OWIjSxwkUyxVLGrlnHy.jpg
Mihalis Kakogiannis,Male,2,/prtlp8E2u5YQfaNNTOpDI94TVkH.jpg
Rachel Talalay,Female,1,/cGgfRMtgDiE17ThIliBqksMDknS.jpg
Idrissa Ouedraogo,Male,1,/uBQmriMVWGWOp8PIbcjNmEyVIF1.jpg
John A. Alonzo,Male,1,/7HN8Ifyp5hNBhBurx0q3rlsQX8r.jpg
Richard Speight Jr.,Male,1,/o5tlyRPkZXtkXOTDcwKTUfGldhM.jpg
Hal E. Chester,Male,1,/1L7UQf3vBmPRQxkb9Kou0y6GwsK.jpg
Victor Halperin,Female,1,/mP57xqcUgd1sa1Q4BQS8XN3CnKo.jpg
Jeff Probst,Female,1,/cRLlAf860Ixacnb1sW4cYFvrZeB.jpg
Walter Ruttmann,Male,1,/K4neS3mNe1rd2RxbFNRRAhXGtd.jpg
Paul Wendkos,Male,2,/ef4zYKbUUDJai5he7NrPqu6v9SG.jpg
Clive Barker,Male,1,/1Hlv4fojc9ogiWfqREB0iP47yVI.jpg
Kim Jee-woon,Female,1,/6Yo1BafiAip2hXgn2KUq8fEKbYK.jpg
Monte Hellman,Male,3,/qVrEpO0OCsKOrs8SPESfMfqJfRN.jpg
Sam Green,Male,1,/xfva7Wy7BQIltEvUpcpZXnO740C.jpg
David Monahan,Male,1,/2NzQDcARuhSn2CGS5IRPmeomIxt.jpg
SABU,Male,2,/qNjgqL33xBtkEJfW51G2Cc08pu6.jpg
Mary Agnes Donoghue,Female,1,/yKNslmWyyvUSUeCEWFICtX6CkX9.jpg
Serge Bourguignon,Male,1,/kIwE4BckTg5JCWu7o85bABKW9rG.jpg
Kang Je-gyu,Female,1,/gvTqCV4UvO73oPb5BXRBuHzYIwK.jpg
Jack Perez,Female,1,/snSiQEs6KTEZwXgbCo3suTtdo9g.jpg
Aaron Norris,Male,2,/mVLP6tlo4XFufHvuXxz1IrWdUBx.jpg
Jean-François Pouliot,Female,1,/r0vGRLr7YE6kdoe9JQOv3xuKuB0.jpg
John Putch,Male,1,/9JBDOLXqdJiAvUOU0fO5bWnk292.jpg
Hiroyuki Okiura,Female,1,/exOalqNU4u88JvB7LAKYuzDIY5k.jpg
Lili Fini Zanuck,Female,1,/qowwpTsd4cJAlmdi7Bb4tARL3IP.jpg
Kenji Mizoguchi,Male,2,/pZzZlxlo2G0uJ8gsQ2prh7VQJO8.jpg
Jean Renoir,Male,6,/9yBMfjIgxpD70BmGRjRaVAt6xcR.jpg
Roy Del Ruth,Male,2,/vm5P5O0qcLYqhdPXw17U4CkBEsV.jpg
Alan Arkin,Male,1,/gcrKO2z0YVUXBXVeB9V8PndG0IJ.jpg
Gregg Araki,Male,1,/pk2AOJ28K9H6dryFC1MHJpq3mxP.jpg
